mig_uuid,mig_name,model,batch,seq_len,dtype,engine,time_ms_mean,time_ms_p50,time_ms_p90,peak_alloc_mb,peak_reserved_mb,free_mb_before,free_mb_after
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,4,512,bf16,hf,12.2062,12.1921,12.2581,270.17,306.00,9386.94,9354.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,8,16,bf16,hf,5.7116,5.6961,5.7936,227.94,306.00,9354.94,9354.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,8,32,bf16,hf,5.7789,5.7674,5.8927,230.76,306.00,9354.94,9354.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,8,64,bf16,hf,5.8995,5.8675,6.0242,236.39,306.00,9354.94,9354.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,8,128,bf16,hf,6.4747,6.3928,6.4157,247.65,306.00,9354.94,9354.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,8,256,bf16,hf,11.8906,11.8891,11.9133,270.17,306.00,9354.94,9354.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,8,512,bf16,hf,23.2578,23.2533,23.2711,315.22,378.00,9354.94,9282.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,16,16,bf16,hf,5.8653,5.8170,6.0460,230.76,378.00,9282.94,9282.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,16,32,bf16,hf,5.9435,5.9551,6.0401,236.39,378.00,9282.94,9282.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,16,64,bf16,hf,6.5468,6.5425,6.5838,247.65,378.00,9282.94,9282.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,16,128,bf16,hf,11.8060,11.7883,11.8148,270.17,378.00,9282.94,9282.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,16,256,bf16,hf,22.6204,22.6166,22.6495,315.22,378.00,9282.94,9282.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,16,512,bf16,hf,44.6687,44.6556,44.7463,405.31,522.00,9282.94,9138.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,32,16,bf16,hf,5.9282,5.9145,6.0624,236.39,522.00,9138.94,9138.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,32,32,bf16,hf,6.7924,6.7899,6.8161,247.65,522.00,9138.94,9138.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,32,64,bf16,hf,12.0297,12.0264,12.0450,270.17,522.00,9138.94,9138.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,32,128,bf16,hf,22.4310,22.4377,22.4682,315.22,522.00,9138.94,9138.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,32,256,bf16,hf,43.2944,43.2724,43.3652,405.31,522.00,9138.94,9138.94
MIG-1a75a8f0-faee-5efd-9beb-dac65af9c0b5,NVIDIA A100-PCIE-40GB MIG 2g.10gb,bert-base-uncased,32,512,bf16,hf,86.8143,86.8143,86.8458,585.50,858.00,9138.94,8802.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,1,16,bf16,hf,5.9787,5.9746,6.0983,225.48,230.00,19456.94,19398.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,1,32,bf16,hf,6.0736,6.0881,6.1686,225.83,230.00,19398.94,19398.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,1,64,bf16,hf,6.0172,6.0056,6.1729,226.53,232.00,19398.94,19396.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,1,128,bf16,hf,6.0663,6.0748,6.1720,227.94,232.00,19396.94,19396.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,1,256,bf16,hf,5.9268,5.8976,6.0641,230.76,254.00,19396.94,19374.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,1,512,bf16,hf,5.9730,5.9621,6.1366,236.39,254.00,19374.94,19374.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,2,16,bf16,hf,6.2538,6.1541,6.3253,225.83,254.00,19374.94,19374.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,2,32,bf16,hf,6.1920,6.1028,6.4972,226.53,254.00,19374.94,19374.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,2,64,bf16,hf,6.2121,6.0911,6.5473,227.94,254.00,19374.94,19374.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,2,128,bf16,hf,5.9376,5.9321,6.0526,230.76,254.00,19374.94,19374.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,2,256,bf16,hf,5.9672,5.9523,6.0711,236.39,254.00,19374.94,19374.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,2,512,bf16,hf,6.3845,6.1900,6.7740,247.65,274.00,19374.94,19354.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,4,16,bf16,hf,6.0086,5.9787,6.0844,226.53,274.00,19354.94,19354.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,4,32,bf16,hf,6.3230,6.2452,6.6048,227.94,274.00,19354.94,19354.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,4,64,bf16,hf,6.3058,6.2866,6.5937,230.76,274.00,19354.94,19354.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,4,128,bf16,hf,5.9437,5.9355,6.0328,236.39,274.00,19354.94,19354.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,4,256,bf16,hf,6.0813,6.0927,6.2532,247.65,274.00,19354.94,19354.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,4,512,bf16,hf,6.5903,6.5889,6.6198,270.17,306.00,19354.94,19322.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,8,16,bf16,hf,5.9848,5.9735,6.1495,227.94,306.00,19322.94,19322.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,8,32,bf16,hf,6.0355,6.0059,6.1918,230.76,306.00,19322.94,19322.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,8,64,bf16,hf,5.9345,5.9391,6.0342,236.39,306.00,19322.94,19322.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,8,128,bf16,hf,6.0660,6.0545,6.2019,247.65,306.00,19322.94,19322.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,8,256,bf16,hf,6.4506,6.4203,6.4519,270.17,306.00,19322.94,19322.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,8,512,bf16,hf,11.9943,11.9950,12.0086,315.22,378.00,19322.94,19250.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,16,16,bf16,hf,5.8445,5.8333,5.9560,230.76,378.00,19250.94,19250.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,16,32,bf16,hf,5.8543,5.8263,6.0385,236.39,378.00,19250.94,19250.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,16,64,bf16,hf,6.1071,6.0229,6.1792,247.65,378.00,19250.94,19250.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,16,128,bf16,hf,6.4998,6.4245,6.7896,270.17,378.00,19250.94,19250.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,16,256,bf16,hf,11.6921,11.6925,11.7072,315.22,378.00,19250.94,19250.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,16,512,bf16,hf,23.2878,23.2842,23.3183,405.31,522.00,19250.94,19106.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,32,16,bf16,hf,5.8779,5.8767,5.9833,236.39,522.00,19106.94,19106.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,32,32,bf16,hf,5.9754,5.9921,6.1212,247.65,522.00,19106.94,19106.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,32,64,bf16,hf,6.4803,6.4668,6.5113,270.17,522.00,19106.94,19106.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,32,128,bf16,hf,11.5837,11.5786,11.5972,315.22,522.00,19106.94,19106.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,32,256,bf16,hf,22.6305,22.6276,22.6480,405.31,522.00,19106.94,19106.94
MIG-7aafc298-b386-508f-80b7-938481c587bc,NVIDIA A100-PCIE-40GB MIG 4g.20gb,bert-base-uncased,32,512,bf16,hf,44.1381,44.1347,44.1479,585.50,858.00,19106.94,18770.94
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,1,16,bf16,hf,6.0349,6.0057,6.1882,225.48,230.00,39622.50,39536.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,1,32,bf16,hf,6.8604,6.8398,7.2165,225.83,230.00,39536.50,39536.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,1,64,bf16,hf,6.0982,6.0648,6.2801,226.53,232.00,39536.50,39534.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,1,128,bf16,hf,6.0894,6.0974,6.1906,227.94,232.00,39534.50,39534.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,1,256,bf16,hf,5.9258,5.8938,6.0694,230.76,254.00,39534.50,39512.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,1,512,bf16,hf,6.0287,5.9419,6.1287,236.39,254.00,39512.50,39512.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,2,16,bf16,hf,6.2899,6.2920,6.4028,225.83,254.00,39512.50,39512.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,2,32,bf16,hf,6.0681,6.0580,6.2255,226.53,254.00,39512.50,39512.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,2,64,bf16,hf,6.1527,6.1402,6.2499,227.94,254.00,39512.50,39512.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,2,128,bf16,hf,5.8950,5.8734,6.0775,230.76,254.00,39512.50,39512.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,2,256,bf16,hf,5.8918,5.8772,6.0640,236.39,254.00,39512.50,39512.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,2,512,bf16,hf,6.4609,6.4243,7.1324,247.65,274.00,39512.50,39492.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,4,16,bf16,hf,6.0802,6.0688,6.2137,226.53,274.00,39492.50,39492.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,4,32,bf16,hf,6.0919,6.1106,6.2134,227.94,274.00,39492.50,39492.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,4,64,bf16,hf,5.8599,5.8795,5.9619,230.76,274.00,39492.50,39492.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,4,128,bf16,hf,5.9914,5.9477,6.4549,236.39,274.00,39492.50,39492.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,4,256,bf16,hf,6.0416,5.9204,6.1379,247.65,274.00,39492.50,39492.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,4,512,bf16,hf,5.9398,5.9049,6.0577,270.17,306.00,39492.50,39460.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,8,16,bf16,hf,6.0931,6.0475,6.2611,227.94,306.00,39460.50,39460.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,8,32,bf16,hf,6.0505,5.9178,6.4520,230.76,306.00,39460.50,39460.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,8,64,bf16,hf,5.8124,5.7862,5.9720,236.39,306.00,39460.50,39460.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,8,128,bf16,hf,5.9766,5.9531,6.0831,247.65,306.00,39460.50,39460.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,8,256,bf16,hf,6.0191,5.9758,6.2572,270.17,306.00,39460.50,39460.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,8,512,bf16,hf,7.3828,7.3953,7.4230,315.22,378.00,39460.50,39388.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,16,16,bf16,hf,5.9174,5.8735,6.1273,230.76,378.00,39388.50,39388.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,16,32,bf16,hf,5.8789,5.8735,6.0378,236.39,378.00,39388.50,39388.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,16,64,bf16,hf,5.8940,5.8876,6.0392,247.65,378.00,39388.50,39388.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,16,128,bf16,hf,6.0383,6.0167,6.2029,270.17,378.00,39388.50,39388.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,16,256,bf16,hf,7.1288,7.1309,7.1589,315.22,378.00,39388.50,39388.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,16,512,bf16,hf,14.4225,14.3765,14.5371,405.31,522.00,39388.50,39244.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,32,16,bf16,hf,6.0295,5.9634,6.1484,236.39,522.00,39244.50,39244.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,32,32,bf16,hf,6.1472,6.0446,6.5190,247.65,522.00,39244.50,39244.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,32,64,bf16,hf,6.0738,6.1016,6.2308,270.17,522.00,39244.50,39244.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,32,128,bf16,hf,7.0584,7.0352,7.1537,315.22,522.00,39244.50,39244.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,32,256,bf16,hf,13.9776,13.9547,14.1147,405.31,522.00,39244.50,39244.50
MIG-a28fecf6-35ba-56a6-aab8-2be643b31249,NVIDIA A100-PCIE-40GB MIG 7g.40gb,bert-base-uncased,32,512,bf16,hf,28.0745,27.9855,28.2893,585.50,858.00,39244.50,38908.50